"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","grp","cmb_smpEf","Temp","OxgD","COrgT","FDisp","TSolidDis","Nitratos","Silicatos","GrasAceit","SAAM","Alcalinid","Log_Cond","sed_Nitrog","sed_p_limo","sed_fosforo","sed_Sodio","sed_hierro","sed_Magnes","Cantos.rodados","Grava","Vrip","CDosel","ProfProm","Ancho","ProfCapFot","Plataf","Red.Hidrica","CuerpAgua","decimalLat","decimalLon","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche"
"51","ANH_297","Simpson diversity",13.235,53,16.914,19.85,86.15,"Ar_At",0.645593419506463,26.37,6.76,21.145,1.075,98,4.071,0.555,1.66,0.089,57.971,1.70757017609794,0.0754,0,0.00077,28.63,6.58,123.3,0,0,2,2,1.7,4,1.08,"Caracterizacion","SOGAMOSITO-PAREDES","Quebrada",7.35596600024,-73.734434,3300.01664568,924.910512773,252.454352577,9614.82421706,2808.99901348,3433.91138583,8420.15043527,8672.66949343,11087.0421582,2378.43186201,0,0,464.832921597
"52","ANH_298","Species richness",17,22.042,4.304,18.183,38.494,"Ar_At",1.09870740305523,26.66,4.72,19.625,1.075,96,3.186,0.565,1.66,0.085,63.968,1.91907809237607,0.1271,2,0.00102,14.56,2.41,237.6,0,0.05,4,2,0.4,1.8,0.4,"Caracterizacion","SOGAMOSITO-PAREDES","Quebrada",7.31940500024,-73.695225,2810.71851918,2202.32092043,2224.37712115,4735.09311448,2498.05558417,2488.39981961,4728.95225728,14543.5108179,6819.9748217,4292.49374576,32.2726458508,32.2726458508,61.1300517743
"53","ANH_298","Shannon diversity",16.02,22.042,2.408,17.322,26.762,"Ar_At",1.09870740305523,26.66,4.72,19.625,1.075,96,3.186,0.565,1.66,0.085,63.968,1.91907809237607,0.1271,2,0.00102,14.56,2.41,237.6,0,0.05,4,2,0.4,1.8,0.4,"Caracterizacion","SOGAMOSITO-PAREDES","Quebrada",7.31940500024,-73.695225,2810.71851918,2202.32092043,2224.37712115,4735.09311448,2498.05558417,2488.39981961,4728.95225728,14543.5108179,6819.9748217,4292.49374576,32.2726458508,32.2726458508,61.1300517743
"54","ANH_298","Simpson diversity",15.114,21.583,2.373,16.933,26.234,"Ar_At",1.09870740305523,26.66,4.72,19.625,1.075,96,3.186,0.565,1.66,0.085,63.968,1.91907809237607,0.1271,2,0.00102,14.56,2.41,237.6,0,0.05,4,2,0.4,1.8,0.4,"Caracterizacion","SOGAMOSITO-PAREDES","Quebrada",7.31940500024,-73.695225,2810.71851918,2202.32092043,2224.37712115,4735.09311448,2498.05558417,2488.39981961,4728.95225728,14543.5108179,6819.9748217,4292.49374576,32.2726458508,32.2726458508,61.1300517743
"55","ANH_299","Species richness",8,9.778,2.448,8.236,21.415,"Ar_At",1.65217391304348,31.11,5.8,20.305,0.1,62,2.897,1.081,5.33,0.068,20.45,1.30102999566398,0.2196,22,0.00158,25.72,0.1,106.98,0,0,2,4,2,0,2.7,"Caracterizacion","SOGAMOSITO-PAREDES","Ciénaga",7.42954700024,-73.774166,847.197851708,3322.95163624,9362.76645286,9451.11787518,4181.49860241,9453.94201166,1166.79769484,444.480711593,12749.3470539,158.278254184,4.51532193544,0,1742.63205395
"56","ANH_299","Shannon diversity",7.327,9.629,2.2,7.327,13.941,"Ar_At",1.65217391304348,31.11,5.8,20.305,0.1,62,2.897,1.081,5.33,0.068,20.45,1.30102999566398,0.2196,22,0.00158,25.72,0.1,106.98,0,0,2,4,2,0,2.7,"Caracterizacion","SOGAMOSITO-PAREDES","Ciénaga",7.42954700024,-73.774166,847.197851708,3322.95163624,9362.76645286,9451.11787518,4181.49860241,9453.94201166,1166.79769484,444.480711593,12749.3470539,158.278254184,4.51532193544,0,1742.63205395
"57","ANH_299","Simpson diversity",6.76,9,1.499,6.76,11.937,"Ar_At",1.65217391304348,31.11,5.8,20.305,0.1,62,2.897,1.081,5.33,0.068,20.45,1.30102999566398,0.2196,22,0.00158,25.72,0.1,106.98,0,0,2,4,2,0,2.7,"Caracterizacion","SOGAMOSITO-PAREDES","Ciénaga",7.42954700024,-73.774166,847.197851708,3322.95163624,9362.76645286,9451.11787518,4181.49860241,9453.94201166,1166.79769484,444.480711593,12749.3470539,158.278254184,4.51532193544,0,1742.63205395
"58","ANH_300","Species richness",9,12,3.464,9.494,27.224,"Ar_At",0.846063454759107,29.09,0.88,19.255,0.335,36,2.2502,0.2075,1.74,0.068,47.976,1.57978359661681,0,0,0,0,0,0,0,0,4,4,0.6,0,0.6,"Platero","MONTECRISTO-YARIRI","Ciénaga",7.30831400024,-73.898811,1639.10260428,5892.36849676,4313.84697995,4680.6328129,2813.11726247,2445.06325006,1414.9425308,7.15292948776,1294.11642433,4629.26781306,735.049336463,0,33.3555711152
"59","ANH_300","Shannon diversity",8.485,12,2.118,8.485,16.15,"Ar_At",0.846063454759107,29.09,0.88,19.255,0.335,36,2.2502,0.2075,1.74,0.068,47.976,1.57978359661681,0,0,0,0,0,0,0,0,4,4,0.6,0,0.6,"Platero","MONTECRISTO-YARIRI","Ciénaga",7.30831400024,-73.898811,1639.10260428,5892.36849676,4313.84697995,4680.6328129,2813.11726247,2445.06325006,1414.9425308,7.15292948776,1294.11642433,4629.26781306,735.049336463,0,33.3555711152
"60","ANH_300","Simpson diversity",8,11.5,1.791,8,15.011,"Ar_At",0.846063454759107,29.09,0.88,19.255,0.335,36,2.2502,0.2075,1.74,0.068,47.976,1.57978359661681,0,0,0,0,0,0,0,0,4,4,0.6,0,0.6,"Platero","MONTECRISTO-YARIRI","Ciénaga",7.30831400024,-73.898811,1639.10260428,5892.36849676,4313.84697995,4680.6328129,2813.11726247,2445.06325006,1414.9425308,7.15292948776,1294.11642433,4629.26781306,735.049336463,0,33.3555711152
